title,period,username,date,comment,head
ślepnąc od świateł,(2018-) miniserial,cosanostra_2,29/10/2018 15:57,"Nie czytałem książki, więc nie mogę porównać, ale serial wciąga jak bagno. Do tego realizacja - takiego poziomu jeszcze w polskiej telewizji nie grali. Za przebitki z samochodem w roli głównej autorzy zdjęć powinni dostać nagrodę i worek pieniędzy od BMW. Obejrzałem całość jednym ciągiem i chyba obejrzę drugi raz.",Jest ogień :)
ślepnąc od świateł,(2018-) miniserial,mt_jr,09/11/2018 22:56,"Nie wiem, czy zwróciliście uwagę, ale w finałowym odcinku _cała_ scena na weselu to jedno, prawie dziewięciominutowe ujęcie. Szacun!",Dziewięciominutowe ujęcie
ślepnąc od świateł,(2018-) miniserial,Archie_3,07/11/2018 17:13,Jak interpretujecie zakończenie ósmego odcinka?,Zakończenie
ślepnąc od świateł,(2018-) miniserial,cif1984,06/11/2018 12:24,takiego jeszcze nie było czekam na ciąg dalszy,mega serial 
ślepnąc od świateł,(2018-) miniserial,gomich,04/11/2018 14:32,"Zdecydowanie najsłabszym elementem jest sama historia, nie pomagają jej liczne dłużyzny i w wielu miejscach wysilone dialogi, za wszelką cenę próbujące być bon motami (w stylu Pasikowskiego czy Tarantino), które trafią do powszechnego języka. Metafizyka dość naiwna. Czołówka wybitna. Reżysersko, zdjęciowo, montażowo - majstersztyk. Aktorsko - wysoki poziom, choć Jan Frycz po prostu rozbija bank. Brawa za nieschematyczność, zaangażowanie tak wielu świeżych aktorów, świetną muzykę.","Świetna realizacja, słaby scenariusz"
ślepnąc od świateł,(2018-) miniserial,michal04,03/11/2018 21:58,To co oni zrobili z postaciami to jest mistrzostwo świata....a dialog o teściowej i depresji p. Roberta to już jest szczyt :),"Frycz, Zarzecki, Więckiewicz i piorun..."
ślepnąc od świateł,(2018-) miniserial,nickowa16,01/11/2018 16:24,"Ale jaram sie nim, uwielbiam takie czarne charaktery a Jan Frycz zagrał genialnie, doskonale! Scena w restauracji kiedy poznał Kubę to jest prawdziwe dzieło. Czułam się jakbym tam była i była tego świadkiem, ta rozmowa i zachowanie było takie realistyczne,z resztą R. Więckiewicz także genialny. Ale masakra, to jest taki gość że zanim coś sie do niego powie to trzeba się grubo zastanowić bo wystarczy że niechcący coś odpyskniesz i już Dario może za to zaje*ać. :D W życiu nie chciałabym kogoś takiego spotkać.",Dario to chory poje*
ślepnąc od świateł,(2018-) miniserial,mondeo117,30/10/2018 09:27,"Idealny utwór na koniec 4 odc. Kazik i ""Tata dilera"". Ogólnie naserio dobry serial. Trochę sztuczny główny bohater, ale stara gwardia aktorów nadrabia.",Po 4 odc
ślepnąc od świateł,(2018-) miniserial,logAMRA,28/10/2018 11:13,"Pierwszy odcinek mnie powalił, jak dalej będzie ten sam poziom to chyba będzie najlepszy polski serial.",Szok. 
ślepnąc od świateł,(2018-) miniserial,rafalmanasterski,13/12/2018 15:16,"Książkę wchłonąłem w dwa dni, serial przestałem oglądać po trzech odcinkach. Ja wiem, że film/serial zazwyczaj nie doścignie książki, no i tutaj się pozytywnie nie zaskoczyłem. Na + Chabior i Frycz, cała reszta to porażka, która w żaden sposób nie odzwierciedla postaci, w sposób, w jaki zostały nakreślone w książce. Jako serial może i bym polecił, ale jeżeli lubicie oglądać ekranizacje tytułów pisanych to jest to nieudany zabieg.",Serial a książka
ślepnąc od świateł,(2018-) miniserial,brainwash216,28/10/2018 14:25,"To ocb, co się stało między kubą a dario ?? nie skasował kolegi i zdołał uciec, zostawiając dario przy życiu ??",Zakończenie...
ślepnąc od świateł,(2018-) miniserial,KarmazynowyKokos,11/12/2018 01:59,O co chodziło z tym królikiem??,Królik
ślepnąc od świateł,(2018-) miniserial,janczerwiec1986,28/10/2018 20:48,Znacie jakieś piosenki z serialu ?,Muzyka 
ślepnąc od świateł,(2018-) miniserial,rampabunda,10/12/2018 00:02,"Szukam tytułu - wydaje mi się, że chodzi o film, a nie serial. Skojarzyło mi sie po zobaczeniu sceny, w której Kuba odwiedza w hotelu posła, który jest z dziewczyną. To co mi zapadło w pamięć z filmu, którego szukam to scena w której koleś jest w pokoju z 2 prostytutkami i jedna z nich umiera (możliwe, że przedawkowała). Na pomoc zjawia się koleś wezwany przez ?- nie wiem kogo, ogarnia cały bajzel i możliwe, że w dywanie wynosi ciało martwej dziwki (ale może być już wytwór mojej wyobraźni). HELP",Szukam filmu/scena podobna do tej z serialu
ślepnąc od świateł,(2018-) miniserial,Nadlesniczy_Popescu,08/12/2018 23:07,"Może ktoś rozjaśnić koniec wątku Marka. Albo nie było to dla mnie zbyt czytelne, albo gdzieś mi umknęło, albo dziura w fabule. Mianowicie co było powodem jego wręcz bezsensownego zachowania i końca kariery. Po wizycie Kuby właściwie bez sensu zniszczył sobie życie. A nie kojarzę aby policja w jakiś sposób wiązała go z Kubusiem. A nawet gdyby ten wpadł nie musiał go obciążyć.... I moim zdaniem szkoda aktora, który z postaci spłaszczonej do dossier w stylu: Jesteś policjantem i sprzedajesz zbójowi informacje bo jesteś hazardzistą i do tego rudym, wykrzesał więcej niż można by oczekiwać.",Chudy Ruj
ślepnąc od świateł,(2018-) miniserial,MaXXi,10/12/2018 13:42,"Czy będzie drugi sezon.... Niby miniserial to jednak furtka do drugiego sezonu otwarta, głupio jakby przestano na jednym sezonie tylko.",Ciekawe czy...
ślepnąc od świateł,(2018-) miniserial,101,09/12/2018 22:17,Czy ktoś może wie kto zajął się konceptem i realizacją animacji w I odcinku?,Animacja w I odcinku - Podwodna Warszawa.
ślepnąc od świateł,(2018-) miniserial,labsoon,04/11/2018 23:18,"Serial sam w sobie bardzo mi się podobał, miałem lekki problem z kilkoma wizjami - tłumaczę to sobie na zasadzie lepszego oddania klimatu książki, gdzie łatwiej jest opisać, aniżeli nakręcić. Ale do rzeczy. Jak zapatrujecie się na zakończenie ? (przyznaję, że nie czytałem książki) Kuba zabił Dara/Stryja ? Zabicie Dara jest chyba niemożliwe, gdyż wyklucza to późniejszy telefon na lotnisku (chyba, że to jedna z wizji Kuby ?) Ciekawi mnie też jak zapatrujecie się na zdanie ""Deszcz się nie opłaca"" i końcowe opady czarnego deszczu tu po telefonie od Darka. :)",Zakończenie
ślepnąc od świateł,(2018-) miniserial,MagnusDuxWolly,08/12/2018 12:02,"O co chodziło z tą sceną co wszyscy śpiewają kawałek T.Love? Wyglądało to jak jakaś dziadowska reklama, kompletnie zrąbało cały klimat i autentyczność serialu!!",WTF
ślepnąc od świateł,(2018-) miniserial,stempo,09/12/2018 01:56,"Liczyłem na nowych Odwróconych, a wyszło jakieś Sin City. Główny bohater diler, konsere świeżych soków, cytrusów, opery i mate, do tego obrońca kobiet opiekun staruszek. Ziew, to już było. Kiedy minie moda na wciskanie wszędzie takich (niby) skomplikowanych postaci, co to niby dobry, a jednak zły, niby cham, a jednak artysta? Nie można zrobić normalnego głównego bohatera, nie przekombinowanego na siłę?",Strasznie przerysowany
ślepnąc od świateł,(2018-) miniserial,Just_Jake,08/12/2018 19:28,Wie ktoś może jaki zegarek nosił Kuba?,Zegarek
ślepnąc od świateł,(2018-) miniserial,_kne_,11/11/2018 17:17,"Zna ktoś może utwór z 3 odcinka? Zaczyna się po 14 minucie jak Kuba i Pazina jadą samochodem, po rozmowie z Cezarym Pazurą ;) taki wolny kawałek z kobiecym wokalem :) Będę wdzięczny za pomoc!",Pytanie o piosenkę..
ślepnąc od świateł,(2018-) miniserial,MagnusDuxWolly,08/12/2018 11:53,"To jak Kubuś obskakuje wpi****. Przez cały sezon czekałem aż coś mu się stanie, aż tak denerwująca postać.",Najprzyjemniejsza scena
ślepnąc od świateł,(2018-) miniserial,ruda_kita,08/12/2018 10:52,Serial który opowiada jak to wszystko się jeb... przed urlopem,Fabuła serialu
ślepnąc od świateł,(2018-) miniserial,Zonq86,08/12/2018 08:24,"... tylko kurde ta główna rola mnie boli, myślę że jakby zamiast naturszczyka dać tam jakąś kosę, nie wiem ... Żebrowskiego odmłodzić, to serial by błyszczał.",nawet dobre ...
ślepnąc od świateł,(2018-) miniserial,bromden_3,01/11/2018 15:53,"O co chodziło z zagadką w której 2 przedmioty razem kosztowały 1,10 i jeśli jeden kosztował złotówkę to drugi 5 groszy?",Zagadka
ślepnąc od świateł,(2018-) miniserial,dzidoslaw,06/12/2018 18:01,"Zastanawia mnie jedna sprawa- kto zlecił pierwsza próbę zabójstwa Daria, na początku 2 odc?",Dario
ślepnąc od świateł,(2018-) miniserial,MrBosmer1,06/12/2018 00:11,"Widzę dużo wątków, że Kuba wymyślił Daria bo w ostatniej scenie powiedział ""Ciebie nie ma"" przypominam, że Kuba tak samo powiedział do Malucha jak przejmowali od niego klub i przylożył mu do szyi rozbitą butelkę. Te słowa to po prostu groźba, ze go zabije. Niektórzy twirdzą, że Dario zginął gdy został zakopany i od tego momentu Dario jest w głowie Kuby. W książce nie było wątku z morderstwem Daria- żył od początku do końca.","Dla tych co piszą, że zakończenie było dwuznaczne"
ślepnąc od świateł,(2018-) miniserial,wojciach,24/11/2018 10:46,"Trzeci odcinek, scena w pokoju Cezarego Pazury. Kobieta otwiera okno a następnie rozmawia z nim. Po zakończeniu rozmowy okno jest zamknięte.Czwarty odcinek. Kuba wyciąga ze skrzynki awizo mówiąc iż w niedziele nie można odebrać paczki na poczcie. Parę minut później rozmawiając z policjantem w barze dostaje SMS na swój główny telefon od Pauliny gdzie widać na ekranie SOBOTA.",WPADKI
ślepnąc od świateł,(2018-) miniserial,blissful_ignorance,04/12/2018 00:26,"To tak wygląda jakby temu biedakowi nikt nie podpowiadał jak zagrać daną scenę. Jakby wrzucili go na głęboką wodę i powiedzieli ""no... Kamilku, a teraz machaj rączkami, machaj mocno""",Główna rola
ślepnąc od świateł,(2018-) miniserial,Koneser_Kielce,03/12/2018 14:38,komediowo sensacyjna bym powiedział https://www.youtube.com/watch?v=7NBsmwPvxHw,Rewelacujna scena
ślepnąc od świateł,(2018-) miniserial,Payap,03/12/2018 05:43,"Jak się przyzwyczai do pewnego stylu filmu i jego bohaterów, to film całkiem ok się ogląda.Jest sporo fajnych pomysłów, motywów, scen, fajne połączenie muzyki z obrazem itd itp.Frycz i Więckiewicz - świetne role. Reszta zresztą też (oprócz głównej)Ale:- główny aktor jest tak dupowato drewniany, że aż razi. Rozumiem, że dostał taką rolę, ale przesadzili z tym, jest bez sensu i nie przekonuje.- dialogi głównego bohatera - też kreowane na wielkiego, niewzruszonego twardziela, ale wychodzi z tego zatwardzenie niż twardziel.- Stryj, jego ekipa, ich zachowanie i 'rozmowy' - nie przekonały mnie, zamiast prawdziwej 'patoli', wyszła trochę dziecinna 'patola'.- wulgaryzmy i przekleństwa - totalnie za dużo w filmie, na siłę, niepotrzebnie i nieprzekonywujące- niektóre wstawki muzyczne, gdzie rapują, klną i jadą prymitywem - totalnie, ekstremalnie słabe motywy. Nie rozumiem po co to gówno dodali.- główny motyw filmu: narkotyki, dealer, mafia - taki sobie pomysł. Z jednej strony za dużo takich tematów przewija się w polskich filmach, ale z drugiej strony może niełatwo znaleźć jakiś inny 'poważny' i groźny temat. Zakończenie filmu - też takie sobie Nie wiadomo czy to wymysły dealera czy nie, i tyle. I nie chce mi się nad tym rozkminiać. Taki motyw był już wykorzystywany w innych filmach, i dla mnie taki chwyt, to trochę chwyt zastępczy - jeśli się nie ma fajnego, normalnego zakończenia:)""Zróbmy prawie cały film normalny, dodajmy kilka dziwnych scen, a na zakończenie zróbmy z bohatera psychola/ćpacza/dziwologą i niech widzowie myślą czy to wszystko prawdziwe czy nie.""Tak więc jest ok, spoko się ogląda, ale niektóre motywy zupełnie zbędne, a nawet żenujące.","Całkiem ok, ale bez petard i innych rakiet"
ślepnąc od świateł,(2018-) miniserial,Ernestoslaw,02/12/2018 21:58,nawet 11/10...chodził tyle lat..,za podkład muzyczny 10/10 a za koniec 4go odcinka 
ślepnąc od świateł,(2018-) miniserial,penerazkodu,02/12/2018 18:11,"Jak myślicie, czy na końcu spadający czarny deszcz świadczył, że nadciąga prawdziwa apokalipsa Warszawy wymodlona przez Jacka czy była to tylko metafora prywatnej apokalipsy Jacka, który został niewolnikiem Daria ?",Pytanie o zakończenie książki - jak myślicie ?
ślepnąc od świateł,(2018-) miniserial,fanaberia_filmaniak,14/11/2018 14:09,"Ktoś ma pomysł co do zakończenia, bo we mnie pozostawił niedosyt i niesmak. Nie wiadomo do końca o co chodzi?! W ostatnich słowach Kuba mówi do Daria: TY nie istniejesz...i rzuca telefonem. Nie rozumiem, zlekceważył groźby co do jego rodziców i poleciał do Buenos Aires z Paziną ?",Zakończenie
ślepnąc od świateł,(2018-) miniserial,transformers,01/12/2018 12:49,Kto podłożył bombę na weselu?,Rozkmina na koniec
ślepnąc od świateł,(2018-) miniserial,magzmi,01/12/2018 15:46,Taka polska wersja Raya Donovana i Drivera (Ryan Gosling). Jak dla mnie całość mocno przerysowana. Jak coś robimy to koniecznie na 200%. Choć starania doceniam:),"niezłe, ale..."
ślepnąc od świateł,(2018-) miniserial,transformers,01/12/2018 12:45,"Skoro Dario w ostatnim odcinku nie istniał, to kto podłożył bombę na weselu? Sam Kuba? Z kaucją idzie wyjaśnić, że był to Fajkowski. Co niektórzy mówią o kolejnym sezonie. Przyznam, że książki nie czytałem. Czy historia ma ogólnie jakąś kontynuację? Sam wątpię w kolejny sezon, biorąc pod uwagę, że ten był przygotowywany przez 4 lata. Chyba, że będzie historia jak z Watahą i długiej przerwie.",Rozkmina na koniec
ślepnąc od świateł,(2018-) miniserial,gkilian,30/11/2018 19:34,Co to za piosenka z 3go odcinka kiedy Kuba i Pazina jadą na metę do Kuby ?,Co to za piosenka
ślepnąc od świateł,(2018-) miniserial,Friese,29/11/2018 22:53,"Obejrzałam 2 odcinki i nic. Zero emocji i uczuć, wrażeń i odniesien, wciągnięcia i zachwytów. Powoli i nudno, te rolę jakby sztuczne i grane na siłę, nie umiem docenić ani gry aktorskiej ani klimatu ani muzyki. Ale dumna jestem z Polski że stworzyła serial który wciąga tyle osób. Dodam że nie czytałam książki. ",Niestety nie rozumiem zachwytów
ślepnąc od świateł,(2018-) miniserial,suineg,15/11/2018 17:38,"Witam, jestem świeżo po seansie, wszystkie odcinki obejrzałem hurtem bo serial wciągnął mnie niesamowicie, jednak jak w każdej produkcji doszukuję się rzeczy, które albo nie mają sensu, albo są dla mnie niezrozumiałe, więc jeżeli potraficie wyjaśnić je w jakiś sposób, bądź też coś zauważyliście to zapraszam do dyskusji.1) Pazura daje informacje dotyczące imienia oraz rysopis Kuby policji, ta z kolei już raz go zatrzymała, więc posiadała jego numery rejestracyjne samochodu (a tych nie zmieniał), jednak potrzebują minimum 24h żeby go zlokalizować, bo nie mają pojęcia kim on jest - jakim niby cudem?2) Pies, którego wyrzuca Stryj przez okno, następnego dnia jest cały i zdrowy na swoim posłaniu - jak?3) Paulina dała informacje Pazurze na temat mieszkania Kuby w którym była torba, tylko skąd ona je miała jeżeli jedyną osobą która była w drugim mieszkaniu Kuby była Pazina? Z początku myślałem, że chodzi o drugie mieszkanie ""legalne"", ale przecież on chodził po ludziach, żeby dowiedzieć się kto mu buchnął wszystkie rzeczy z mieszkania.4) Dlaczego nie padł pomysł wyrzucenia torby? Później wiadomo, że Stryj chciał okraść Kubę, jednak Kuba tego nie wiedział, z jego perspektywy torby trzeba było się pozbyć.5) Swoją drogą to policja go szuka, a on zamiast usunąć się w cień, dalej sprzedaje różowy towar...6) Maluch chce, żeby Kuba zaprowadził go do mieszkania, więc dlaczego nie idą do tego które zostało obrabowane i nie udał zszokowanego, tylko do drugiego które jest całe i są w nim ukryte pieniądze? Maluch nie wiedział, że Kuba ma 2 mieszkania.7) Sytuacja z Piorunem i Dario, w zasadzie złapani na gorącym uczynku, wiedzą że jeden od drugiego bierze narkotyki, a obu puszczają bez sprawdzenia kieszeni. Przecież od razu po kolorze by doszli do tego.8) Kobiety Malucha, tego chyba nie ogarnąłem ja - miał żonę i zdradzał ją z małolatką, tyle że Małolatkę widzieliśmy, o jego żonie mówiła Pazina, że pracują razem i ona ją zna czy coś takiego, natomiast Anastazja mówiła, że jak mogła się w nim zakochać, co znaczy że miał żonę i dwie kochanki, żoną była Anastazja czy jak?","Nieścisłości, niedopowiedzenia i wyjaśnienia!"
ślepnąc od świateł,(2018-) miniserial,kryptykfilmow,28/11/2018 19:44,"Kuba zaś jak niedorozwiniety drewniak stoi i przez cały film klepie dialogi. Nie ważne, że rozmawia z królem gangsterów, szefem, seksi laską, koleżanką, ukochaną, strasznymi świrusami.. On stoi i papla z tym samym akcentem:-) jakby czytał z kartki.","Wszyscy się dwoją i troją: Kuba, Kubuś..."
ślepnąc od świateł,(2018-) miniserial,kryptykfilmow,28/11/2018 19:30,"Może stylizuje się na twardziela, ale bardziej przypomina niedorozwiniętego umysłowo człowieka. Zero emocji, sztywność, klepanie monologów.. . Reszta obsady gra dosyć dobrze, ale główna postać...","Kuba, Kuba, a Kuba to drewno:-0"
ślepnąc od świateł,(2018-) miniserial,trollu80,28/11/2018 12:47,"wczoraj skończyłem ten serial i muszę napisać że jest bardzo dobry jak na Polskę,chociaż czasami nierówny szczególnie ostatnie odcinki były bez rewelacji ale w serialach nie tylko Polskich to jest standard więc byłem na to przygotowanyżeby się nie rozpisywać to daje tej produkcji 8 a to głównie dlatego że od kilku lat nie oceniłem żadnego Polskiego filmu/serialu więcej niż na 3 w ogromnej większości było to 1dlatego uważam że jak jakaś dobra produkcja się trafi w naszym kraju to trzeba ją promować,oby więcej takich seriali i jeszcze na większym poziomie",a więc
ślepnąc od świateł,(2018-) miniserial,Linguist,28/11/2018 11:56,"Dlaczego w serialu z Jacka zrobili Kubę, a z Piotrka Jacka???",DLACZEGO?
ślepnąc od świateł,(2018-) miniserial,Gibon_Szybkoreki,28/11/2018 07:44,"Zanim przyłożyłem się do obejrzenia serialu nasłuchałem się i naczytałem recenzji. Przecinały się głównie teksty: Nożyński drewniak,świetna muzyka oraz to że Frycz, Więckiewicz i Pazura świetni. W moim odczuciu można te recenzje rozbić o kant. Nożyński to amator, bez doświadczenia w filmie i jeśli weźmiemy to pod uwagę, okazuje się że jak na amatora dał sobie radę. Sporo pracy przed nim, ale ja chciałbym go jeszcze zobaczyć w filmie. Druga sprawa muzyka. Moim zdaniem źle dobrana, nijaka, nieklimatyczna. Wystarczyłoby żeby przysiadł przy tym zdolny kompozytor, a efekt byłby o niebo lepszy. Zwłaszcza że dobrych kompozytorów w tym kraju nie brakuje. Tam gdzie potrzebna była klimatyczna nuta otrzymaliśmy Myslovitz (po co!?). Jan Frycz rewelacyjny, potwierdzam, ale w serialu było go tyle co kot napłakał. Więckiewicz też się dobrze spisał. Pazura dostaje ciekawe role, ale mam wrażenie że on już nie potrafi grać tak dobrze jak dekady temu. zdecydowanie lepiej od niego zagrali: Janusz Chabior, Eryk Lubos, Zbigniew Suszyński (w końcu). W ogóle serial zyskałby na wielowymiarowości gdybyśmy mogli obserwować losy Frycza, Więckiewicza i Kuby. Serial pozytywny na tle rodzimego badziewia, liczę na drugi sezon, bardziej rozbudowany w warstwie scenariuszowej, muzycznej.",Dlaczego nie wierzyć recenzjom
ślepnąc od świateł,(2018-) miniserial,R3m1,27/11/2018 21:39,"Szukam dzwonka z tego serialu, który Kuba w w telefonie. Nie chodzi mi o standardowy dzwonek iPhone'a tylko bardzo do niego podobny (chyba na drugim telefonie) Za info będę mega wdzięczny bo mi się niesamowicie podoba. Z góry bardzo dziękuje za info.",Dzwonek
ślepnąc od świateł,(2018-) miniserial,EKASIK21,27/11/2018 19:54,"Oprócz kilku fajnych scen (np ta z piosenką Myslovitz) i kilku dobrych nazwisk czym ten ""fenomenalny"" serial różni dla Was od tak krytykowanych produkcji Pana Vegi? Przerost formy, brutalność, wulgaryzmy. Porównując do postaci literackiej Pan Kamil dobrze wszedł w rolę, z odcinka na odcinek oglądało się Go co raz lepiej. Panowie Frycz czy Więckiewicz sprawili, że w ogóle dotrwałam do końca tego miniserialu. Nie wiem, może przez to że balonik był tak pompowany nastawiałam się na coś naprawdę dobrego a nie wiązankę przekleństw i mordobicie.",Rozczarowanie
ślepnąc od świateł,(2018-) miniserial,_kne_,11/11/2018 17:39,"Zna ktoś może tytuł kawałka z 3 odcinka, zaczyna się po 14 minucie. Jak Kuba z Paziną jadą samochodem, jak kończy rozmawiać z Cezarym Pazurą ;)Taki wolny utwór z kobiecym wokalem. Nie mogę nigdzie trafić na nazwe tego utworu.. :/ Z góry dzięki za pomoc!",Pytanie o piosenkę..
ślepnąc od świateł,(2018-) miniserial,jacek_szwaracki,23/11/2018 23:21,Piszcie swoje typy. :-),Jak Waszym zdaniem potoczą się dalsze losy Kuby Niteckiego???
ślepnąc od świateł,(2018-) miniserial,Zagaj89,20/11/2018 12:06,"Cześć, nie czytałem książki odrazu sprostuje. Zastanawia mnie ostatnia scena serialu, Kuba dzwoniący do Daria i mówiący ""Ciebie tu nie ma"". Czy dobrze interpretuje, że Kuba poprostu wymyślił sobie Daria , a jeśli tak to czy tak naprawde za wszystkim stał sam Kuba?",Ostatnia Scena (spojler)
ślepnąc od świateł,(2018-) miniserial,budus23,25/11/2018 03:30,"Moment ostatniej rozmowy Kuby z Dario może sugerować, że Dario to alter ego Kuby. Słowa: „Ciebie nie ma, Ty nie istniejesz!” moim zdaniem jasno dają do zrozumienia, że Kuba i Dario to jedna i ta sama osoba. To tłumaczy wiele dziwnych zachowań głównego aktora podczas całego serialu.",Zakończenie. Moim zdaniem.
ślepnąc od świateł,(2018-) miniserial,greenjack,24/11/2018 00:21,No zaskoczylo mnie to ze w tym odcinku muzykę moderatu wkleili,3odcinek muzyka 
ślepnąc od świateł,(2018-) miniserial,IronManMK42,23/11/2018 20:26,"Gosć wygląda, zachowuje się i ma mimikę jak Mathew Mc Comaughay w Detektywie.",Detektyw - Matthew Mc Conaughay
ślepnąc od świateł,(2018-) miniserial,Egzorcysta_Ferdas,22/11/2018 19:02,"Witam na końcu dowiadujemy się że Piorun się ogarnął, nie ćpa, nie pije, mówi także że ekipa Daria go ograbiła z hajsów. I właśnie to mnie zastanawia bo książki nie czytałem. Dario przestraszył Pioruna w klubie gdy ten przyszedł wydusić pieniądze na towar i to spowodowało, że Dario nasłał na niego swoich gangusów a ci ograbili go z kasy czy jak? Co spowodowało metamorfoze Pioruna i jego późniejsze kłopoty, ciekawi mnie ta kwestia",Sprawa Pioruna
ślepnąc od świateł,(2018-) miniserial,dave_semafor,21/11/2018 17:15,"Chciałbym se ponarzekać, ale w zasadzie się nie da. Czasem jakieś dłużyzny może, jakieś od czapy ujęcie trochę plastiku w tych klubach i może tego Żuławskiego trochę na siłe (chociaż w sumie pasuje). Generalnie serial doskonały. Rewelacyjnie nakręcony, świetne zdjecia, klimat itpitd. Głowna postać drewniana? OK, ale taki ma być, w sumie gra jak Stramowski Cukra albo Jason Statham. Dla mnie bomba i przypomina Craiga :) Ale to małe miki bo najlepszy jest Frycz - chłop mnie autetntycznie przeraża. Genialny serial, liczę na szybki drugi sezon na tym samym, a mam nadzieję, nawet wyższym poziomie.",ARCYDZIEŁO
ślepnąc od świateł,(2018-) miniserial,stjopan82,21/11/2018 00:18,"A zabawne jest to jak wielu ""ciemniaków"" jest teraz zachwycona Panem Fryczem bo ohejzeniu tego serialu,cytuje ""rewelacja"", "" ""wzbił sie na wyżyny",Jan Frycz - to zabawne!
ślepnąc od świateł,(2018-) miniserial,korsacaro,20/11/2018 10:25,"Rzadko jest tak, że aktor jest przekonywujący i interesujący w swojej roli do czasu gdy nie zacznie mówić. Wraz z pierwszą dłuższą kwestią czas pryska, bohater przestaje intrygować i zainteresowanie przechodzi w irytację. Mój parkiet w salonie jest mniej drętwy od tego aktora. Tak, mówię o ""polskim Danielu Craig'u"", jak już media zdarzyły ochrzcić po pierwszym odcinku naturszczyka Kamila Nożyńskiego. Chłopak rewelacyjnie gra ciałem, mimiką, jest oszczędny w ekspresji, słowem miły obrazek dla oka. Ale niech nie gada. A im dalej w serial tym więcej ma do powiedzenia. Niestety. Obejrzałam tylko dlatego, że miałam od razu 8 odc. Gdybym miała czekać tydzień na kolejny odcinek, po 2 poddałbym się. Dwóch aktorów ""zrobilo"" ten film, Więckiewicz i Frycz. I dzięki nim wytrzymałam do końca. Dłużyzny bez uzasadnienia nic nie wnoszące do historii, psychodeliczne jazdy bohatera bez wyjaśnienia skąd i po co. Miks Kieślowskiego, Wajdy, Tarantino i subiektywnej wizji realizatorskiej twórców serialu jest niestrawny dla mnie. Dawno mnie tak nic nie zmęczyło jak to ""dzieło"". Za drugi sezon dziękuję. Szkoda mojego czasu.",Jestem zmęczona. 
ślepnąc od świateł,(2018-) miniserial,aguness,19/11/2018 22:55,"Książkowy Jacek (czyli serialowy Kuba) traktował wszystko z dystansem, na chłodno. Był inteligentniejszy zarówno od bandziorów, którymi się otaczał, jak i od swoich klientów, dlatego był dobry w tym co robił. I właśnie w całej tej historii znamienne było to, że im bliżej jej końca, tym bardziej ten gość, który zawsze miał wszystko pod kontrolą, coraz bardziej tę kontrolę zaczął tracić. Sceny z Jackiem z początku książki zagrane na jednym wyrazie twarzy mogłyby jeszcze przejść - ale te z końca książki już niestety nie. Nie stawiam kreski na Kamilu Nozynskim, może jego przygoda z aktorstwem ma jakaś przyszłość i jeszcze się wyrobi - ale niestety, tym razem nie wykorzystał ogromnego potencjału aktorskiego, którym była rola Kuby/Jacka.",Niewykorzystany potencjał 
ślepnąc od świateł,(2018-) miniserial,whitestripes_333,19/11/2018 20:03,"ale serio, nie dam rady znieść aktora grającego główną rolę. Choćby nie wiem jak reszta była świetna :/ Doskonale zdaje sobie sprawę na jakim graniu jego rola miała polegać ale jest cienka granica między graniem wyciszonej, beznamiętnej, ascetycznej w każdej kwestii postaci a graniem robota. Tak jak Ryana Goslinga nie lubię tak tutaj Kamil Nożyński mógłby się trochę od niego pouczyć.",Chcę zobaczyć serial w całości
ślepnąc od świateł,(2018-) miniserial,Mondello,19/11/2018 11:23,"Niestety było widać ""przepaść"" w aktorstwie pomiędzy głównym bohaterem a Panami : Frycz, Pazura , Suszyński, Czarneckim.Gorsza była chyba tylko Pani Paulina i Panowie przy wigilijnym stole ;)p.s Czy tylko ja patrząc na głównego bohatera cały czas miałam przed oczami Jamesa Bonda (Daniel Craig)",Daniel Craig?
ślepnąc od świateł,(2018-) miniserial,marzasz,18/11/2018 20:20,"Czy na prawdę nie można się było obyć bez tych pseudo ambitnych wstawek typu musical albo postapo? Świetna fabuła i genialni Frycz i Więckiewicz . Nawet drewniany Nożyński tak mnie nie zdenerwował jak te psychodeliczne sceny... Gdyby wyciąć te ""ozdobniki"" to byłby świetny...",Niepotrzebne wstawki...
ślepnąc od świateł,(2018-) miniserial,wroniagie,18/11/2018 16:52,,Mamy Nicolasa Cage
ślepnąc od świateł,(2018-) miniserial,bylak7,27/10/2018 22:31,"Oglądając serial zauważyłem w 3 mieszkaniach plakaty filmowe. Oczywiście można mówić, że mieszkanie wyraża właściciela itd. itp. lecz, jak dla mnie, zostały celowo dopasowane do danej postaci.1) U hipsterów - https://www.filmweb.pl/film/Nienawi%C5%9B%C4%87-1995-81062) U Pauliny - https://www.filmweb.pl/film/Op%C4%99tanie-1981-88013) U Pazi - https://www.filmweb.pl/film/Hardkor+Disko-2014-664897Były gdzieś jeszcze? Widzieliście jakieś?",Plakaty w mieszkaniach
