title,period,username,date,comment,head
ślepnąc od świateł,(2018-) miniserial,miko1aj,12/11/2018 22:36,"To wielkie słowo. Może za wielkie, ale co tam. „Ślepnąć od Świateł” to dość osobliwy przypadek kiedy można wziąć niezłą powieść, dobrych aktorów (z wyjątkami, ale to za chwilę) i utalentowanego reżysera reklam i teledysków i tak koncertowo spieprzyć sprawę, że aż zęby bolą. Niecodzienność.Przede wszystkim rola główna. Bardzo niedobra rola. Niedobra. Nie. Szczekana. Dresiarska. Ale nie prawdziwie dresiarska. Tak, że chce się uwierzyć w łobuza. To niestety dresiarz na planie. Dresiarz mający grać dresiarza przy tych wszystkich fajnych ludziach z ekipy, tych szwenkierach, scenografach, asystentach asystentów i makijażystkach. G-r-a-m przecież! Co jest... No właśnie. Kiedy jako widz masz cholernie silne odczucie, że w scenie, którą właśnie oglądasz ktoś przed chwilą krzyknął „Ślepnąc od Świateł, scena 221. Klaps” iiiiiiiii, AKCJA!” – to wiedz, że coś bardzo, ale to bardzo niedobrego się dzieje.Doskonale rozumiem, że można było zachwycić się faktem, że znalazło się polskiego Daniela Craiga i totalnie rozmarzyć się nad własnymi marzeniami o doniosłości tego porównania jako nadziei na film wielki. Ba! Wybitny.Ale. Niestety.Z masy polskich aktorów dyplomowanych, z przepastnych rzesz grających, podgrywających, zagrywających i przegrywających facetów, facecików i gości, z tej tłuszczy napinających się, GRAJĄCYCH SWOJE ŻYCIOWE ROLE z wieszczym namaszczeniem zdobywców przyszłych oskarów, palm i niedźwiedzi, z egocentryków i mimoz, z ambitnych leni i leniwych ambicjuszy, pracowitych niezdolnych i zdolnych zdolnych – ciężko jest wybrać młodego, sprawnego aktora, który udźwignie rolę. Będzie sympatyczny. Ale też i taki sukinsyn. Sukinsyn jakim każdy chce być. Ale czuły jakim każdy wyobraża sobie, będzie widzieć go królowa jego życia. Nieważne. Ciężko jest.A tutaj cholerka, debiutant otrzymał na plecy ciężar, który Atlasowi polskiego aktorstwa przysporzył by zadyszki. I to ciężar dziesięcio-godzinny otrzymał. Epicki rzec by można otrzymał cios. Niestety padł. I jest liczony. Reżyser w każdym razie się przeliczył. Ryan Gosling też na ekranie często po prostu jest. I wpatruje się. I maśli tymi łocętami, a to powłóczy tu, a to powłóczy tam. A to się uśmiechnie lekkawo. I choć ekspresyjności mniej u niego niż u bulldoga w katatonii to jednak ogląda się to z przyjemnością zazwyczaj. Ale monsieur Kamil nie jest Ryanem Goslingiem. To znaczy wiemy, że nie jest bo to inna osoba jest, ale nie jest nim w tym sensie, że poza manierą ostatnim razem widzianą w filmach Kondratiuka, gdzie naturszczycy z polskich wsi wduszają w uszy widzów swoje kwestie na zaciśniętych zębach, niestety nie ma za wiele do zaoferowania. I nie jest to w żadnym razie hejt. Proszę zrozumieć. Naturszczycy bywają wybitnymi aktorami. Bo BYWA, że nie przegrywają z kretyńską aktorską emfazą, ale po prostu są sobą. A prawdziwość emocji pozwala widzowi zapomnieć, że ogląda film. Zaczyna on uważać, że śledzi fragment czyjegoś życia.No właśnie. Emfazą.... kretyńską aktorską emfazą... taaaReżyserowi Skoniecznemu vel. chłopek roztropek hiphopek należą się osobne podziękowania i oklaski płetwami za wymyślenie filmu w którym każdy drze mordę na każdego. Być może w celu jeszcze silniejszego wydobycia na wierzch nieznośnej amatorskiej maniery Nożyńskiego. Serio. Jeśli uważacie, że każda kwestia wypowiadana przez ludzi w życiu to kwestia życia i śmierci, kwestia być albo nie być, to jest to film dla was. Kochankowie drą japy na siebie, policja, bandyci, karki, dresiarze, dilerzy, managerowie, celebryci (mniej). A tam drą. Wyobraźcie sobie żyły na szyji, kropelki śliny znaczące wasze ekrany, czerwone i przepocone od wrzasku maski. Tak – oto film, w którym nikt nie pierdzieli się w tangu. Tylko szkoda, że to w ogóle nie jest straszne. To jak kabaret w Mrągowie (serio, nawet nie Opolu).Wyobraźcie sobie film o bandytach, dilerach, narkotykach, celebrytach, film o łamaniu kończyn o zabijaniu, film pełen krwi, w którym boisz się tak naprawdę tylko raz. Jeden jedyny raz, kiedy mamy na ekranie razem obok siebie Więckiewicza i Frycza. Jednak groza w tym filmie jest jak gość, który przechodził akurat z tragarzami i jedynie w jednej scenie postanowił usiąść na chwilę, bo wszystkie Andrzeje i Roberty to fajne chłopaki – Bardzo was polubiłem. W pozostałych scenach groza okazała się niestety – personą non grata. Dlatego ten potok ..urew, ..ujów ...ierdolonych ...banych ...izd jest po prostu groteskowy. Jak przedstawienie kabaretu studenckiego. Jak kolonijny konkurs zadań na skecze o mafii. Jak pijany wujek na imieninach. Chyba, że macie jakiegoś serio wujka psychola. To on straszniejszy jest od tego filmu.Nic tu nie jest prawdziwe. To potok scen, zlanych ze sobą na rachu ciachu, heja, heja robimy serial dla ejdż-bi-eja, jesteśmy fajni, pamiętajcie! Każe nam o tym bowiem pamiętać świetny casting, twarze, stylizacje, scenografia, zdjęcia, montaż i muzyka (WIELKI props za Siekierę – dobrze dobrane i mające sens, ukłon).Jednak psychologia postaci, ich wzajemne relacje, jakaś wieloznaczność, świat, którego widz nie widzi, ale musi czuć, że on jest – to leży. I kwiczy.Nie ma też czegoś, co zazwyczaj przykuwa do ekranu – suspensu. Niczego tutaj widzu nie będziesz ciekaw. Żadnych zagadek. Żadnych niepewności, zwrotów akcji (hehe, czego?), żadnych wolt i żadnych, ale to żadnych fałszywych tropów (hehe, czego?).No potwornie umęczyłem się oglądając ten film. Tak tak Krzysek – mogłem wyłączyć, a nie wyłączyłem – ale nie poczytuj sobie tego za triumf i punkt na Twoją obronę. Pod Twoją obronę zanoszę błaganie. Nie czyń więcej takich dzieł, mój ty reży-panie. Oj. Nie czyń.Tak. Książka lepsza.",To jest recenzja zrodzona z wściekłości.
ślepnąc od świateł,(2018-) miniserial,lajceps6,03/12/2018 03:25,"...poza głównym bohaterem, to aktorsko rewelacyjny! Frycz 10/10!",Nudny okrutnie...
ślepnąc od świateł,(2018-) miniserial,19650830,02/11/2018 23:05,"Straszne dłużyzny. Chamski i klaczy język. Grający główną rolę daremny., choć rozumiem to debiutant. Więckiewicz, Frycz świetnie zagrali, reszta to badziewie.",Daremny film
ślepnąc od świateł,(2018-) miniserial,majaszek,02/11/2018 21:48,MISTRZOSTWO!,Monolog Jacka (Więckiewicza) o teściowej i Szwagierce
ślepnąc od świateł,(2018-) miniserial,siLk_2,19/11/2018 09:35,"Owszem można się przyczepić o ilość bluzgów czy grę aktorską Nożyńskiego, ale nie zmienia to faktu, że serial ogląda się bardzo dobrze. Serial ma swój klimat, świetne zdjęcia, dobrą muzykę. Wychodzi poza ramy kina gangsterskiego.","wreszcie świetna rola Frycza, a sam serial pozytywnym zaskoczeniem"
ślepnąc od świateł,(2018-) miniserial,chester_8,01/11/2018 12:24,"Od razu napiszę. Serial nie jest zły. Jest dobry. Ale nic poza tym. I wytłumaczę dlaczego. Książka jest bardzo dobra i serial miał potencjał w jej postaci by być świetny, a na pewno miał szansę stać się jednym z najlepszych polskich seriali ostatnich lat. Ale tak nie będzie i to z bardzo prostego powodu - główny bohater grany przez Kamila Nożyńskiego jest FATALNY. Dialogi przeprowadza SZTYWNIUTKO, tak jak deale załatwiane są przez bohaterów filmu. Jest NIENATURALNY, mówi jak Christian Bale w Batmanie - ale diler narkotykowy z Warszawy to nie Batman. Już nawet te łyse karki mają więcej naturalności niż główny bohater. I to jest najcięższy kamień, który ciągnie całą produkcje w dół. Na duży plus zasługują role Frycza i Chabiora, którzy oddali swoim bohaterom charakter pierwowzorów - może powinno być trochę mniej wulgarnie, ale to już kwestia indywidualna. Ścieżka dźwiękowa i sceny Warszawy również powinny być dobrze odebrane. W serialu pojawiło się kilka błędów technicznych na które nawet ja zwróciłem uwagę (np. w odcinku 8 bodajże Kuba wymiotuje na kozetkę w celi i te wymioty w następnej scenie znikają), ale zdarza się w każdej produkcji.Serial w miarę spójnie oddaje fabułę książki, ale książką nie jest, a kto nie czytał - polecam ją. Daję 7/10 i mimo wszystko uważam, że potencjał został zmarnowany.",Zmarnowany potencjał książki
ślepnąc od świateł,(2018-) miniserial,Najemny77,20/11/2018 21:01,Dno totalne dla gimbazy...to mialo byc niby Odwroceni 2 ???. Rezyser cos tam slyszal cos tam widzial i sklecil totalne g... Dawno nie widzialem takiego syfu.,Dno....dobrze że grał Frycz i więckiewicz 
ślepnąc od świateł,(2018-) miniserial,mmbizewska,01/11/2018 23:55,"Czyżby Kuba to znany warszawski diler Cezary P.(nie mylić z Cezarym Pazurą)?Czy Mariusz to Dariusz K., eks Edyty Górniak? Kim może być postać aktorki z pieskiem grana przez Agnieszkę Żulewską? Kim może być postać grana przez Ewę Skibińską? Który Poseł, grany przez Zbigniewa Suszyńskiego może być przedstawiony?",Analogie 
ślepnąc od świateł,(2018-) miniserial,Modeca,30/10/2018 23:52,"Ciekawie nakręcony i warto zobaczyć, ale nie zachwycił mnie ten serial aż tak jak niektórych. HBO zrobiło trochę zamieszania i o to chyba chodziło. Co do całokształtu, to moim zdaniem niektóre sceny za długie, męczące i bez sensu.Gra aktorska nierówna, czasami odnosiłem wrażenie że Nożyński gra na siłę.Trochę przerost formy nad treścią, jedynie postać Frycza podążyła za całokształtem. Poza tym serial wart uwagi, chociażby dla popisu aktorskiego Jana Frycza. Świetna czołówka tak jak i muzyka. Mimo wszystko z czystym sumieniem polecam ten serial",Coś nowego!!
ślepnąc od świateł,(2018-) miniserial,szal3ex,16/11/2018 16:18,"Serial świetnie poprowadzony , wszystko się zgrywało w świetną całość gra Nożyńskiego naprawdę wpasowana w realia postaci , opanowana , spokojna , wręcz bezuczuciowa postać , to i ciągle rozwijająca się akcja oraz wiele wątków które za pierwszym podejściem do serialu mogą nam uciec , sprawia , że dla mnie naprawdę jest to pozycja obowiązkowa.",Jeden z najlepszych polskich seriali
ślepnąc od świateł,(2018-) miniserial,onet318,30/11/2018 22:32,"XDsmiech na sali, aktor zagrał sztywniaka, gdyz taka była jego rola. Maił byc bez emocji, oziębły, wyrachowany i ""sztuczny"" i dokładnie tak zagrał, zgodnie z fabuła ksiazki.","WIDZOWIE MAJA PRETENSJE, ŻE AKTOR ZAGRAŁ ZGODNIE ZE SCENARIUSZEM "
ślepnąc od świateł,(2018-) miniserial,MocnyVito,13/07/2018 23:02,to wreszcie zobaczymy ?,kiedy 
ślepnąc od świateł,(2018-) miniserial,alter_karamba,14/11/2018 21:28,"Nie wierzę, że to coś naprawdę nakręcono. Owszem książka była niczego sobie. Szybko się to czytało i chociaż Warszawa tam przedstawiona daleka była od tego co widzę na co dzień to jednak historia wciągała a miasto intrygowało. Ale ten serial? Na serio? Żulczyk udowadnia po praz kolejny, że scenariuszów pisać nie potrafi. Belfer 2 był intelektualnym skandalem a to jest po prostu gwałtem na książce. No więc krótko i po kolei:- scenariusz - chaos wypełniony nic nie wnoszącymi scenami z dzieciństwa i dialogami. O raju coż to za dialogi! Kompletny brak naturalności. Poza, poza, poza i wysiłek... Chwilami ma się wrażenie, że to jest jakiś eksperyment amatorów z gimnazjum, albo żart po prostu, ale nie, to się wszystko dzieje naprawdę i na serio. - aktorstwo - główny bohater miał być tajemniczym, inteligentnym absolwentem ASP, który wylądował na planecie przestępczości i próbuje na tej planecie wytrwać ukryty za maską twardziela. Wyszło troszkę inaczej. Główny bohater ma problemy z mówieniem. Sprawia wrażenie lekko upośledzonego intelektualnie a braki elokwancji nadrabia poważną miną i milczeniem. - Pan Reżyser - zalety Hardkor Disko stały się wadami ŚOŚ: dziwnie puste sceny miały budować klimat, ale w pewnym momencie prowadzą tylko do znużenia. To jednak mały grzech, bo dużo większy to prowadzenie aktorów co po prostu mało doświadczonego reżysera przerosło. Wszyscy poza Fryczem wydają się bardzo umęczeni dźwiganymi postaciami. Więckiewicz jest parodią gangstera rodem z 13 posterunku. Pazura pajacuje i pozuje na postać skrajnie przerysowaną. Doświadczeni aktorzy grają poniżej swoich możliwości, amatorzy grają jak amatorzy. Zmusiłem się i obejrzałem całość, ale zdecydowanie odradzam. Skoniecznemu udało się otrzeć o poziom legendarnego The room, ale zrobił to mając do dyspozycji całą brygadę świetnych aktorów. To już nie talent to antytalent!",Jaka piękna katastrofa!
ślepnąc od świateł,(2018-) miniserial,vorwerk,30/11/2018 10:47,Sztywniutko - ProstoImperium osmańskie - Gang AlbaniiTurecki król - Król Albanii/PopekMariusz Fajkowski - Wojewódzki + Dariusz Krupakrojenie krówki - podobna scena w Pianiście. Tam wszyscy zginęli oprócz głównego bohatera.Wyłapaliście jeszcze coś?,Serial i odniesienia do rzeczywistości i innych filmów
ślepnąc od świateł,(2018-) miniserial,MBLewy,14/11/2018 10:54,"Czy ktokolwiek z oglądających miał podobne spostrzeżenie do mojego i po zakończeniu stwierdził, że możliwe jest, że Kuba i Dario to tak na prawdę jest jedna osoba?",Kuba i Dario
ślepnąc od świateł,(2018-) miniserial,pies_zero,30/10/2018 10:00,"Zdjęcia na poziomie najlepszych filmów i seriali europejskich, nie proste ujecia twarzy bohaterów, do czego nas przyzwyczaily polskie seriale, tylko cudowne artystyczne perspektywy, gry świateł, czasem symetria obrazu, swietne wprowadzajace w klimat wejscia do klubow z praca kamery tak poprowadzona, jakbym autentycznie tam był. Niestety zdecydowanie poziomem odstawal dzwiek, wielokrotnie musialem przewijac film do tylu, by zrozumiec czasem bardzo istotne kwestie niektorych bohaterow. Bardzo czesto tez trzeba zmieniac glosnosc, bo raz jest tak cicho, ze nie slychac rozmow, a zaraz potem muzyka jest tak glosna, ze budzi sasiadow. Podobalo mi sie obsadzenie w glownej roli debiutanta, jednak moim zdaniem zagral srednio. Rozumiem zamiar zrobienia z niego tajemniczego cichego bad boya, ale jego rozmowy wydawaly mi sie nienaturalne i nieprzekonujace. Serial 9/10, aktor 5/10","Najpiekniejszy polski serial pod względem wizualnym, zly dzwiek, sredni aktor"
ślepnąc od świateł,(2018-) miniserial,ALe_98,28/10/2018 18:14,nawet w pierwszym odcinku... nie wiem czemu twórców nie dziwi ciąża trwająca prawie rok i sms z 29 grudnia przed świętami xd,przeraża mnie ilość błędów logicznych w tym serialu...
ślepnąc od świateł,(2018-) miniserial,saimon0,05/11/2018 19:01,"Świetny serial, ""Art.258"" Pro8l3m'u pozytywnie zaskoczył pod koniec pierwszego odcinka ;)",Świetny
ślepnąc od świateł,(2018-) miniserial,elbarto_,26/11/2018 18:22,"Szkoda że najlepsze są postacie drugoplanowe, a przez większość czasu musimy się męczyć z głównym bohaterem. Jego dialogi z tą rudą dziewczyną to jakieś nieporozumienie. W głowie się nie mieści że w tym samym serialu znajdują się perełki zagrane przez panów Frycza i Więckiewicza.",Strasznie nierówny serial.
ślepnąc od świateł,(2018-) miniserial,Gibon_Szybkoreki,24/08/2018 19:36,"trailer zachęca do obejrzenia. Co więcej oferuje nową jakość na naszym rodzimym poletku serialowym. Nie oszukujmy się w kraju głównie robi się kiepskie, tanie tasiemce, a tu jest powiew świeżości. Mocny powiew.",czyżby w końcu porządny polski serial?
ślepnąc od świateł,(2018-) miniserial,Jj1986,24/11/2018 20:15,"A więc tak wyglądałby przystojny Chyra. Jak dla mnie świetnie zagrał! Taka rola bezemocjonalnego drewna. Taki miał być. Czekam na więcej ról. Musi popracować nad warsztatem - wiadomo, ale ja nie mogę oderwać od niego oczu. Śnił mi się.",Nozynski 
ślepnąc od świateł,(2018-) miniserial,guady5h,18/11/2018 08:46,Mięciutko.,Sztywniutko ?
ślepnąc od świateł,(2018-) miniserial,Andrea_Rivaldo,10/11/2018 22:20,Jak myślicie Dario był gejem? a może tylko bi?,Czy Dario lubił w...
ślepnąc od świateł,(2018-) miniserial,Krzysztof_Lesniewski,22/11/2018 22:49,"Szczerze.. . Jeżeli to czytasz, to zacznij już oglądać. Całkowicie zmieni ci się zdanie o Polskiej kinematografii. To nie kolejny wycieruch jak pitbull Vegi. Pozdrawiam.",Rewalacyjny pod każdym kątem! 
ślepnąc od świateł,(2018-) miniserial,somebody2007,21/11/2018 21:47,"Serio? bałam się nawet patrzeć na Dario a co tu mówić o spotkaniu z nim ;) Niektórzy narzekają na aktorstwo głównego bohatera a ja uważam, że po pierwsze przypomina mi sposobem mówienia i grania pana Fabjańskiego a po drugie taka nieruchoma twarz i oszczędność w reakcjach idealnie pasuje do tej postaci. Świetne dialogi, muzyka, scenografia, aktorstwo a monolog Jacka nad basenem mistrzostwo świata. Czekam na drugą serię","super serial, doskonałe kino"
